epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
67,54440.5,0.47926,0.86837,0.98726,0.51518,0.000266535,0.000266535,0.000266535
68,55244.8,0.44458,0.85987,0.98514,0.50343,0.000258922,0.000258922,0.000258922
69,56047,0.41124,0.87049,0.98514,0.49529,0.000251309,0.000251309,0.000251309
70,56850.1,0.42829,0.87686,0.98726,0.48035,0.000243696,0.000243696,0.000243696
71,57654.9,0.42602,0.86837,0.98301,0.49859,0.000236083,0.000236083,0.000236083
72,58448.8,0.43223,0.85987,0.98726,0.48268,0.00022847,0.00022847,0.00022847
73,59252.6,0.41941,0.87473,0.98726,0.47388,0.000220857,0.000220857,0.000220857
74,60056.7,0.40582,0.86837,0.98514,0.47575,0.000213244,0.000213244,0.000213244
75,60868.9,0.41464,0.86837,0.98726,0.48165,0.000205631,0.000205631,0.000205631
76,61660.4,0.40434,0.88535,0.98726,0.49754,0.000198018,0.000198018,0.000198018
77,62458,0.43568,0.862,0.98726,0.49046,0.000190404,0.000190404,0.000190404
78,63260.9,0.40188,0.8811,0.98726,0.46371,0.000182791,0.000182791,0.000182791
79,64056,0.42338,0.87049,0.98726,0.47995,0.000175178,0.000175178,0.000175178
80,64852.9,0.40842,0.88535,0.98726,0.46898,0.000167565,0.000167565,0.000167565
81,65652.5,0.36824,0.88323,0.98726,0.47262,0.000159952,0.000159952,0.000159952
82,66457.8,0.38752,0.87473,0.98726,0.4749,0.000152339,0.000152339,0.000152339
83,67264.8,0.38856,0.87686,0.98726,0.4984,0.000144726,0.000144726,0.000144726
84,68066.7,0.41518,0.87473,0.98726,0.49534,0.000137113,0.000137113,0.000137113
85,68856.9,0.39767,0.88323,0.98726,0.48902,0.0001295,0.0001295,0.0001295
86,69643.7,0.4048,0.87898,0.98938,0.49151,0.000121887,0.000121887,0.000121887
87,70438.9,0.37626,0.87898,0.98726,0.48137,0.000114273,0.000114273,0.000114273
88,71242.2,0.36327,0.87686,0.98726,0.50206,0.00010666,0.00010666,0.00010666
89,72040.7,0.36683,0.8896,0.98726,0.48461,9.90472e-05,9.90472e-05,9.90472e-05
90,72829,0.36205,0.88535,0.98726,0.487,9.14341e-05,9.14341e-05,9.14341e-05
91,73630.2,0.38086,0.88535,0.98726,0.49308,8.3821e-05,8.3821e-05,8.3821e-05
92,74420.2,0.37898,0.88747,0.98726,0.52581,7.62079e-05,7.62079e-05,7.62079e-05
93,75205.2,0.37776,0.88747,0.98726,0.49484,6.85948e-05,6.85948e-05,6.85948e-05
94,75989.4,0.38306,0.89172,0.98726,0.49376,6.09817e-05,6.09817e-05,6.09817e-05
95,76796.7,0.36362,0.88747,0.98726,0.49359,5.33686e-05,5.33686e-05,5.33686e-05
96,77592.9,0.36428,0.88535,0.98726,0.49577,4.57555e-05,4.57555e-05,4.57555e-05
97,78396,0.38265,0.89809,0.98726,0.50046,3.81424e-05,3.81424e-05,3.81424e-05
98,79191.8,0.36461,0.8896,0.98726,0.48593,3.05293e-05,3.05293e-05,3.05293e-05
99,79992.2,0.37086,0.89172,0.98726,0.49047,2.29162e-05,2.29162e-05,2.29162e-05
100,80795.7,0.36182,0.89172,0.98726,0.50904,1.53031e-05,1.53031e-05,1.53031e-05
