epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
75,34996.9,0.37331,0.8775,0.985,0.53341,0.000205631,0.000205631,0.000205631
76,35355.1,0.37458,0.8775,0.9825,0.57433,0.000198018,0.000198018,0.000198018
77,35713.7,0.3634,0.875,0.99,0.53168,0.000190404,0.000190404,0.000190404
78,36071.6,0.40088,0.8675,0.99,0.54889,0.000182791,0.000182791,0.000182791
79,36429.6,0.35284,0.87,0.99,0.53293,0.000175178,0.000175178,0.000175178
80,36786.7,0.39941,0.865,0.9925,0.52777,0.000167565,0.000167565,0.000167565
81,37144.7,0.36615,0.8675,0.9925,0.53411,0.000159952,0.000159952,0.000159952
82,37504.4,0.36588,0.8775,0.99,0.51989,0.000152339,0.000152339,0.000152339
83,37864.9,0.37426,0.87,0.9875,0.5603,0.000144726,0.000144726,0.000144726
84,38225.2,0.36211,0.8775,0.9925,0.51205,0.000137113,0.000137113,0.000137113
85,38584.8,0.36793,0.875,0.9925,0.52236,0.0001295,0.0001295,0.0001295
86,38942.4,0.35162,0.8775,0.985,0.5285,0.000121887,0.000121887,0.000121887
87,39299.1,0.34757,0.88,0.99,0.53418,0.000114273,0.000114273,0.000114273
88,39657.3,0.35328,0.875,0.9925,0.51587,0.00010666,0.00010666,0.00010666
89,40012.9,0.35096,0.875,0.9925,0.52677,9.90472e-05,9.90472e-05,9.90472e-05
90,40372.7,0.35708,0.8775,0.9925,0.5397,9.14341e-05,9.14341e-05,9.14341e-05
91,40730.9,0.37289,0.87,0.9875,0.54227,8.3821e-05,8.3821e-05,8.3821e-05
92,41102.7,0.31569,0.8725,0.995,0.51733,7.62079e-05,7.62079e-05,7.62079e-05
93,41488.1,0.33671,0.88,0.9925,0.50795,6.85948e-05,6.85948e-05,6.85948e-05
94,41844.7,0.36005,0.8775,0.995,0.51597,6.09817e-05,6.09817e-05,6.09817e-05
95,42201.2,0.34466,0.885,0.9875,0.51586,5.33686e-05,5.33686e-05,5.33686e-05
96,42558.5,0.33751,0.8825,0.9925,0.54582,4.57555e-05,4.57555e-05,4.57555e-05
97,42912.5,0.32046,0.8825,0.99,0.49879,3.81424e-05,3.81424e-05,3.81424e-05
98,43267.3,0.32758,0.875,0.9925,0.52735,3.05293e-05,3.05293e-05,3.05293e-05
99,43621.4,0.36678,0.8875,0.99,0.52099,2.29162e-05,2.29162e-05,2.29162e-05
100,43975.3,0.34197,0.875,0.9925,0.53475,1.53031e-05,1.53031e-05,1.53031e-05
